IDCODE,EXPERIMENT TYPE
4NGA,X-RAY DIFFRACTION
4NGB,X-RAY DIFFRACTION
4NGC,X-RAY DIFFRACTION
4NGD,X-RAY DIFFRACTION
4NGE,X-RAY DIFFRACTION
4NGF,X-RAY DIFFRACTION
4NGG,X-RAY DIFFRACTION
4NGH,X-RAY DIFFRACTION
4NGI,X-RAY DIFFRACTION
4NGJ,X-RAY DIFFRACTION
4NGK,X-RAY DIFFRACTION
4NGL,X-RAY DIFFRACTION
4NGM,X-RAY DIFFRACTION
4NGN,X-RAY DIFFRACTION
4NGO,X-RAY DIFFRACTION
4NGP,X-RAY DIFFRACTION
4NGQ,X-RAY DIFFRACTION
4NGR,X-RAY DIFFRACTION
4NGS,X-RAY DIFFRACTION
4NGT,X-RAY DIFFRACTION
4NGU,X-RAY DIFFRACTION
4NGV,X-RAY DIFFRACTION
4NGW,X-RAY DIFFRACTION
4NGY,X-RAY DIFFRACTION
4NGZ,X-RAY DIFFRACTION
4NH0,X-RAY DIFFRACTION
4NH1,X-RAY DIFFRACTION
4NH2,X-RAY DIFFRACTION
4NH3,X-RAY DIFFRACTION
4NH4,X-RAY DIFFRACTION
4NH5,X-RAY DIFFRACTION
4NH6,X-RAY DIFFRACTION
4NH7,X-RAY DIFFRACTION
4NH8,X-RAY DIFFRACTION
4NH9,X-RAY DIFFRACTION
4NHA,X-RAY DIFFRACTION
4NHB,X-RAY DIFFRACTION
4NHC,X-RAY DIFFRACTION
4NHD,X-RAY DIFFRACTION
4NHE,X-RAY DIFFRACTION
4NHF,X-RAY DIFFRACTION
4NHG,X-RAY DIFFRACTION
4NHH,X-RAY DIFFRACTION
4NHI,X-RAY DIFFRACTION
4NHJ,X-RAY DIFFRACTION
4NHK,X-RAY DIFFRACTION
4NHL,X-RAY DIFFRACTION
4NHM,X-RAY DIFFRACTION
4NHO,X-RAY DIFFRACTION
4NHP,X-RAY DIFFRACTION
4NHQ,X-RAY DIFFRACTION
4NHR,X-RAY DIFFRACTION
4NHS,X-RAY DIFFRACTION
4NHT,X-RAY DIFFRACTION
4NHU,X-RAY DIFFRACTION
4NHV,X-RAY DIFFRACTION
4NHW,X-RAY DIFFRACTION
4NHX,X-RAY DIFFRACTION
4NHY,X-RAY DIFFRACTION
4NHZ,X-RAY DIFFRACTION
4NI0,X-RAY DIFFRACTION
4NI1,X-RAY DIFFRACTION
4NI2,X-RAY DIFFRACTION
4NI3,X-RAY DIFFRACTION
4NI5,X-RAY DIFFRACTION
4NI6,X-RAY DIFFRACTION
4NI7,X-RAY DIFFRACTION
4NI8,X-RAY DIFFRACTION
4NI9,X-RAY DIFFRACTION
4NIA,X-RAY DIFFRACTION
4NIB,X-RAY DIFFRACTION
4NIC,X-RAY DIFFRACTION
4NID,X-RAY DIFFRACTION
4NIE,X-RAY DIFFRACTION
4NIF,X-RAY DIFFRACTION
4NIG,X-RAY DIFFRACTION
4NIH,X-RAY DIFFRACTION
4NII,X-RAY DIFFRACTION
4NIJ,X-RAY DIFFRACTION
4NIK,X-RAY DIFFRACTION
4NIL,X-RAY DIFFRACTION
4NIM,X-RAY DIFFRACTION
4NIN,X-RAY DIFFRACTION
4NIO,X-RAY DIFFRACTION
4NIP,X-RAY DIFFRACTION
4NIQ,X-RAY DIFFRACTION
4NIR,X-RAY DIFFRACTION
4NIV,X-RAY DIFFRACTION
4NIW,X-RAY DIFFRACTION
4NIX,X-RAY DIFFRACTION
4NIY,X-RAY DIFFRACTION
4NIZ,X-RAY DIFFRACTION
4NJ0,X-RAY DIFFRACTION
4NJ1,X-RAY DIFFRACTION
4NJ2,X-RAY DIFFRACTION
4NJ3,X-RAY DIFFRACTION
4NJ4,X-RAY DIFFRACTION
4NJ5,X-RAY DIFFRACTION
4NJ6,X-RAY DIFFRACTION
4NJ7,X-RAY DIFFRACTION
4NJ8,X-RAY DIFFRACTION
4NJ9,X-RAY DIFFRACTION
4NJA,X-RAY DIFFRACTION
4NJB,X-RAY DIFFRACTION
4NJC,X-RAY DIFFRACTION
4NJD,X-RAY DIFFRACTION
4NJE,X-RAY DIFFRACTION
4NJG,X-RAY DIFFRACTION
4NJH,X-RAY DIFFRACTION
4NJI,X-RAY DIFFRACTION
4NJJ,X-RAY DIFFRACTION
4NJK,X-RAY DIFFRACTION
4NJL,X-RAY DIFFRACTION
4NJM,X-RAY DIFFRACTION
4NJN,X-RAY DIFFRACTION
4NJO,X-RAY DIFFRACTION
4NJP,X-RAY DIFFRACTION
4NJQ,X-RAY DIFFRACTION
4NJR,X-RAY DIFFRACTION
4NJS,X-RAY DIFFRACTION
4NJT,X-RAY DIFFRACTION
4NJU,X-RAY DIFFRACTION
4NJV,X-RAY DIFFRACTION
4NK1,X-RAY DIFFRACTION
4NK2,X-RAY DIFFRACTION
4NK3,X-RAY DIFFRACTION
4NK4,X-RAY DIFFRACTION
4NK5,X-RAY DIFFRACTION
4NK6,X-RAY DIFFRACTION
4NK7,X-RAY DIFFRACTION
4NK8,X-RAY DIFFRACTION
4NK9,X-RAY DIFFRACTION
4NKA,X-RAY DIFFRACTION
4NKB,X-RAY DIFFRACTION
4NKC,X-RAY DIFFRACTION
4NKD,X-RAY DIFFRACTION
4NKE,X-RAY DIFFRACTION
4NKF,X-RAY DIFFRACTION
4NKG,X-RAY DIFFRACTION
4NKH,X-RAY DIFFRACTION
4NKI,X-RAY DIFFRACTION
4NKJ,X-RAY DIFFRACTION
4NKK,X-RAY DIFFRACTION
4NKL,X-RAY DIFFRACTION
4NKM,X-RAY DIFFRACTION
4NKN,X-RAY DIFFRACTION
4NKO,X-RAY DIFFRACTION
4NKP,X-RAY DIFFRACTION
4NKQ,X-RAY DIFFRACTION
4NKR,X-RAY DIFFRACTION
4NKS,X-RAY DIFFRACTION
4NKT,X-RAY DIFFRACTION
4NKU,X-RAY DIFFRACTION
4NKV,X-RAY DIFFRACTION
4NKW,X-RAY DIFFRACTION
4NKX,X-RAY DIFFRACTION
4NKY,X-RAY DIFFRACTION
4NKZ,X-RAY DIFFRACTION
4NL0,X-RAY DIFFRACTION
4NL1,X-RAY DIFFRACTION
4NL2,X-RAY DIFFRACTION
4NL3,X-RAY DIFFRACTION
4NL4,X-RAY DIFFRACTION
4NL5,X-RAY DIFFRACTION
4NL8,X-RAY DIFFRACTION
4NL9,X-RAY DIFFRACTION
4NLA,X-RAY DIFFRACTION
4NLB,X-RAY DIFFRACTION
4NLC,X-RAY DIFFRACTION
4NLD,X-RAY DIFFRACTION
4NLE,X-RAY DIFFRACTION
4NLF,X-RAY DIFFRACTION
4NLG,X-RAY DIFFRACTION
4NLH,X-RAY DIFFRACTION
4NLI,X-RAY DIFFRACTION
4NLJ,X-RAY DIFFRACTION
4NLK,X-RAY DIFFRACTION
4NLL,X-RAY DIFFRACTION
4NLM,X-RAY DIFFRACTION
4NLN,X-RAY DIFFRACTION
4NLO,X-RAY DIFFRACTION
4NLP,X-RAY DIFFRACTION
4NLQ,X-RAY DIFFRACTION
4NLR,X-RAY DIFFRACTION
4NLS,X-RAY DIFFRACTION
4NLT,X-RAY DIFFRACTION
4NLU,X-RAY DIFFRACTION
4NLV,X-RAY DIFFRACTION
4NLW,X-RAY DIFFRACTION
4NLX,X-RAY DIFFRACTION
4NLY,X-RAY DIFFRACTION
4NLZ,X-RAY DIFFRACTION
4NM0,X-RAY DIFFRACTION
4NM1,X-RAY DIFFRACTION
4NM2,X-RAY DIFFRACTION
4NM3,X-RAY DIFFRACTION
4NM4,X-RAY DIFFRACTION
4NM5,X-RAY DIFFRACTION
4NM6,X-RAY DIFFRACTION
4NM7,X-RAY DIFFRACTION
4NM8,X-RAY DIFFRACTION
4NM9,X-RAY DIFFRACTION
4NMA,X-RAY DIFFRACTION
4NMB,X-RAY DIFFRACTION
4NMC,X-RAY DIFFRACTION
4NMD,X-RAY DIFFRACTION
4NME,X-RAY DIFFRACTION
4NMF,X-RAY DIFFRACTION
4NMG,X-RAY DIFFRACTION
4NMH,X-RAY DIFFRACTION
4NMI,X-RAY DIFFRACTION
4NMJ,X-RAY DIFFRACTION
4NMK,X-RAY DIFFRACTION
4NML,X-RAY DIFFRACTION
4NMM,X-RAY DIFFRACTION
4NMN,X-RAY DIFFRACTION
4NMO,X-RAY DIFFRACTION
4NMP,X-RAY DIFFRACTION
4NMQ,X-RAY DIFFRACTION
4NMR,X-RAY DIFFRACTION
4NMS,X-RAY DIFFRACTION
4NMT,X-RAY DIFFRACTION
4NMU,X-RAY DIFFRACTION
4NMV,X-RAY DIFFRACTION
4NMW,X-RAY DIFFRACTION
4NMX,X-RAY DIFFRACTION
4NMY,X-RAY DIFFRACTION
4NMZ,X-RAY DIFFRACTION
4NN0,X-RAY DIFFRACTION
4NN1,X-RAY DIFFRACTION
4NN2,X-RAY DIFFRACTION
4NN3,X-RAY DIFFRACTION
4NN5,X-RAY DIFFRACTION
4NN6,X-RAY DIFFRACTION
4NN7,X-RAY DIFFRACTION
4NN9,X-RAY DIFFRACTION
4NNA,X-RAY DIFFRACTION
4NNB,X-RAY DIFFRACTION
4NNC,X-RAY DIFFRACTION
4NND,X-RAY DIFFRACTION
4NNG,X-RAY DIFFRACTION
4NNH,X-RAY DIFFRACTION
4NNI,X-RAY DIFFRACTION
4NNJ,X-RAY DIFFRACTION
4NNK,X-RAY DIFFRACTION
4NNL,X-RAY DIFFRACTION
4NNM,X-RAY DIFFRACTION
4NNN,X-RAY DIFFRACTION
4NNO,X-RAY DIFFRACTION
4NNP,X-RAY DIFFRACTION
4NNQ,X-RAY DIFFRACTION
4NNR,X-RAY DIFFRACTION
4NNS,X-RAY DIFFRACTION
4NNT,X-RAY DIFFRACTION
4NNU,X-RAY DIFFRACTION
4NNW,X-RAY DIFFRACTION
4NNX,X-RAY DIFFRACTION
4NNY,X-RAY DIFFRACTION
4NNZ,X-RAY DIFFRACTION
4NO0,X-RAY DIFFRACTION
4NO1,X-RAY DIFFRACTION
4NO2,X-RAY DIFFRACTION
4NO3,X-RAY DIFFRACTION
4NO4,X-RAY DIFFRACTION
4NO5,X-RAY DIFFRACTION
4NO6,X-RAY DIFFRACTION
4NO7,X-RAY DIFFRACTION
4NO8,X-RAY DIFFRACTION
4NO9,X-RAY DIFFRACTION
4NOA,X-RAY DIFFRACTION
4NOB,X-RAY DIFFRACTION
4NOC,X-RAY DIFFRACTION
4NOD,X-RAY DIFFRACTION
4NOE,X-RAY DIFFRACTION
4NOF,X-RAY DIFFRACTION
4NOG,X-RAY DIFFRACTION
4NOH,X-RAY DIFFRACTION
4NOI,X-RAY DIFFRACTION
4NOJ,X-RAY DIFFRACTION
4NOK,X-RAY DIFFRACTION
4NOL,X-RAY DIFFRACTION
4NOM,X-RAY DIFFRACTION
4NON,X-RAY DIFFRACTION
4NOO,X-RAY DIFFRACTION
4NOS,X-RAY DIFFRACTION
4NOT,X-RAY DIFFRACTION
4NOV,X-RAY DIFFRACTION
4NOX,X-RAY DIFFRACTION
4NOY,X-RAY DIFFRACTION
4NOZ,X-RAY DIFFRACTION
4NP1,X-RAY DIFFRACTION
4NP2,X-RAY DIFFRACTION
4NP3,X-RAY DIFFRACTION
4NP4,X-RAY DIFFRACTION
4NP5,X-RAY DIFFRACTION
4NP6,X-RAY DIFFRACTION
4NP7,X-RAY DIFFRACTION
4NP8,X-RAY DIFFRACTION
4NP9,X-RAY DIFFRACTION
4NPA,X-RAY DIFFRACTION
4NPB,X-RAY DIFFRACTION
4NPC,X-RAY DIFFRACTION
4NPD,X-RAY DIFFRACTION
4NPE,X-RAY DIFFRACTION
4NPF,X-RAY DIFFRACTION
4NPH,X-RAY DIFFRACTION
4NPI,X-RAY DIFFRACTION
4NPJ,X-RAY DIFFRACTION
4NPK,X-RAY DIFFRACTION
4NPL,X-RAY DIFFRACTION
4NPM,X-RAY DIFFRACTION
4NPN,X-RAY DIFFRACTION
4NPO,X-RAY DIFFRACTION
4NPP,X-RAY DIFFRACTION
4NPQ,X-RAY DIFFRACTION
4NPR,X-RAY DIFFRACTION
4NPS,X-RAY DIFFRACTION
4NPT,X-RAY DIFFRACTION
4NPU,X-RAY DIFFRACTION
4NPV,X-RAY DIFFRACTION
4NPW,X-RAY DIFFRACTION
4NPX,X-RAY DIFFRACTION
4NPY,X-RAY DIFFRACTION
4NQ0,X-RAY DIFFRACTION
4NQ1,X-RAY DIFFRACTION
4NQ2,X-RAY DIFFRACTION
4NQ3,X-RAY DIFFRACTION
4NQ4,X-RAY DIFFRACTION
4NQ5,X-RAY DIFFRACTION
4NQ6,X-RAY DIFFRACTION
4NQ8,X-RAY DIFFRACTION
4NQA,X-RAY DIFFRACTION
4NQC,X-RAY DIFFRACTION
4NQD,X-RAY DIFFRACTION
4NQE,X-RAY DIFFRACTION
4NQF,X-RAY DIFFRACTION
4NQG,X-RAY DIFFRACTION
4NQI,X-RAY DIFFRACTION
4NQJ,X-RAY DIFFRACTION
4NQK,X-RAY DIFFRACTION
4NQL,X-RAY DIFFRACTION
4NQM,X-RAY DIFFRACTION
4NQN,X-RAY DIFFRACTION
4NQQ,X-RAY DIFFRACTION
4NQR,X-RAY DIFFRACTION
4NQS,X-RAY DIFFRACTION
4NQT,X-RAY DIFFRACTION
4NQU,X-RAY DIFFRACTION
4NQV,X-RAY DIFFRACTION
4NQW,X-RAY DIFFRACTION
4NQX,X-RAY DIFFRACTION
4NQY,X-RAY DIFFRACTION
4NQZ,X-RAY DIFFRACTION
4NR0,X-RAY DIFFRACTION
4NR1,X-RAY DIFFRACTION
4NR2,X-RAY DIFFRACTION
4NR3,X-RAY DIFFRACTION
4NR4,X-RAY DIFFRACTION
4NR5,X-RAY DIFFRACTION
4NR6,X-RAY DIFFRACTION
4NR7,X-RAY DIFFRACTION
4NR8,X-RAY DIFFRACTION
4NR9,X-RAY DIFFRACTION
4NRA,X-RAY DIFFRACTION
4NRB,X-RAY DIFFRACTION
4NRC,X-RAY DIFFRACTION
4NRD,X-RAY DIFFRACTION
4NRE,X-RAY DIFFRACTION
4NRG,X-RAY DIFFRACTION
4NRH,X-RAY DIFFRACTION
4NRI,X-RAY DIFFRACTION
4NRJ,X-RAY DIFFRACTION
4NRK,X-RAY DIFFRACTION
4NRL,X-RAY DIFFRACTION
4NRM,X-RAY DIFFRACTION
4NRN,X-RAY DIFFRACTION
4NRO,X-RAY DIFFRACTION
4NRP,X-RAY DIFFRACTION
4NRQ,X-RAY DIFFRACTION
4NRR,X-RAY DIFFRACTION
4NRS,X-RAY DIFFRACTION
4NRT,X-RAY DIFFRACTION
4NRU,X-RAY DIFFRACTION
4NRV,X-RAY DIFFRACTION
4NRW,X-RAY DIFFRACTION
4NRX,X-RAY DIFFRACTION
4NRY,X-RAY DIFFRACTION
4NRZ,X-RAY DIFFRACTION
4NS0,X-RAY DIFFRACTION
4NS1,X-RAY DIFFRACTION
4NS2,X-RAY DIFFRACTION
4NS3,X-RAY DIFFRACTION
4NS4,X-RAY DIFFRACTION
4NS5,X-RAY DIFFRACTION
4NSB,X-RAY DIFFRACTION
4NSC,X-RAY DIFFRACTION
4NSD,X-RAY DIFFRACTION
4NSE,X-RAY DIFFRACTION
4NSG,X-RAY DIFFRACTION
4NSH,X-RAY DIFFRACTION
4NSI,X-RAY DIFFRACTION
4NSJ,X-RAY DIFFRACTION
4NSK,X-RAY DIFFRACTION
4NSL,X-RAY DIFFRACTION
4NSM,X-RAY DIFFRACTION
4NSN,X-RAY DIFFRACTION
4NSO,X-RAY DIFFRACTION
4NSP,X-RAY DIFFRACTION
4NSQ,X-RAY DIFFRACTION
4NSR,X-RAY DIFFRACTION
4NSS,X-RAY DIFFRACTION
4NST,X-RAY DIFFRACTION
4NSV,X-RAY DIFFRACTION
4NSW,X-RAY DIFFRACTION
4NSX,X-RAY DIFFRACTION
4NSY,X-RAY DIFFRACTION
4NT0,X-RAY DIFFRACTION
4NT1,X-RAY DIFFRACTION
4NT2,X-RAY DIFFRACTION
4NT4,X-RAY DIFFRACTION
4NT5,X-RAY DIFFRACTION
4NT6,X-RAY DIFFRACTION
4NT8,X-RAY DIFFRACTION
4NT9,X-RAY DIFFRACTION
4NTA,X-RAY DIFFRACTION
4NTB,X-RAY DIFFRACTION
4NTC,X-RAY DIFFRACTION
4NTD,X-RAY DIFFRACTION
4NTE,X-RAY DIFFRACTION
4NTF,X-RAY DIFFRACTION
4NTG,X-RAY DIFFRACTION
4NTI,X-RAY DIFFRACTION
4NTJ,X-RAY DIFFRACTION
4NTK,X-RAY DIFFRACTION
4NTL,X-RAY DIFFRACTION
4NTM,X-RAY DIFFRACTION
4NTN,X-RAY DIFFRACTION
4NTO,X-RAY DIFFRACTION
4NTP,X-RAY DIFFRACTION
4NTQ,X-RAY DIFFRACTION
4NTR,X-RAY DIFFRACTION
4NTS,X-RAY DIFFRACTION
4NTT,X-RAY DIFFRACTION
4NTW,X-RAY DIFFRACTION
4NTX,X-RAY DIFFRACTION
4NTY,X-RAY DIFFRACTION
4NTZ,X-RAY DIFFRACTION
4NU0,X-RAY DIFFRACTION
4NU1,X-RAY DIFFRACTION
4NU2,X-RAY DIFFRACTION
4NU3,X-RAY DIFFRACTION
4NU5,X-RAY DIFFRACTION
4NU6,X-RAY DIFFRACTION
4NU7,X-RAY DIFFRACTION
4NU8,X-RAY DIFFRACTION
4NU9,X-RAY DIFFRACTION
4NUA,X-RAY DIFFRACTION
4NUB,X-RAY DIFFRACTION
4NUC,X-RAY DIFFRACTION
4NUD,X-RAY DIFFRACTION
4NUE,X-RAY DIFFRACTION
4NUF,X-RAY DIFFRACTION
4NUG,X-RAY DIFFRACTION
4NUH,X-RAY DIFFRACTION
4NUI,X-RAY DIFFRACTION
4NUJ,X-RAY DIFFRACTION
4NUK,X-RAY DIFFRACTION
4NUL,X-RAY DIFFRACTION
4NUM,X-RAY DIFFRACTION
4NUN,X-RAY DIFFRACTION
4NUO,X-RAY DIFFRACTION
4NUP,X-RAY DIFFRACTION
4NUQ,X-RAY DIFFRACTION
4NUR,X-RAY DIFFRACTION
4NUS,X-RAY DIFFRACTION
4NUT,X-RAY DIFFRACTION
4NUU,X-RAY DIFFRACTION
4NUV,X-RAY DIFFRACTION
4NUW,X-RAY DIFFRACTION
4NUX,X-RAY DIFFRACTION
4NUY,X-RAY DIFFRACTION
4NUZ,X-RAY DIFFRACTION
4NV0,X-RAY DIFFRACTION
4NV1,X-RAY DIFFRACTION
4NV2,X-RAY DIFFRACTION
4NV3,X-RAY DIFFRACTION
4NV4,X-RAY DIFFRACTION
4NV5,X-RAY DIFFRACTION
4NV6,X-RAY DIFFRACTION
4NV7,X-RAY DIFFRACTION
4NV8,X-RAY DIFFRACTION
4NVA,X-RAY DIFFRACTION
4NVB,X-RAY DIFFRACTION
4NVC,X-RAY DIFFRACTION
4NVD,X-RAY DIFFRACTION
4NVE,X-RAY DIFFRACTION
4NVF,X-RAY DIFFRACTION
4NVG,X-RAY DIFFRACTION
4NVH,X-RAY DIFFRACTION
4NVI,X-RAY DIFFRACTION
4NVJ,X-RAY DIFFRACTION
4NVK,X-RAY DIFFRACTION
4NVL,X-RAY DIFFRACTION
4NVM,X-RAY DIFFRACTION
4NVN,X-RAY DIFFRACTION
4NVO,X-RAY DIFFRACTION
4NVP,X-RAY DIFFRACTION
4NVQ,X-RAY DIFFRACTION
4NVR,X-RAY DIFFRACTION
4NVS,X-RAY DIFFRACTION
4NVT,X-RAY DIFFRACTION
4NW2,X-RAY DIFFRACTION
4NW3,X-RAY DIFFRACTION
4NW4,X-RAY DIFFRACTION
4NW5,X-RAY DIFFRACTION
4NW6,X-RAY DIFFRACTION
4NW7,X-RAY DIFFRACTION
4NW8,X-RAY DIFFRACTION
4NW9,X-RAY DIFFRACTION
4NWB,X-RAY DIFFRACTION
4NWC,X-RAY DIFFRACTION
4NWD,X-RAY DIFFRACTION
4NWE,X-RAY DIFFRACTION
4NWF,X-RAY DIFFRACTION
4NWG,X-RAY DIFFRACTION
4NWH,X-RAY DIFFRACTION
4NWI,X-RAY DIFFRACTION
4NWJ,X-RAY DIFFRACTION
4NWK,X-RAY DIFFRACTION
4NWL,X-RAY DIFFRACTION
4NWM,X-RAY DIFFRACTION
4NWN,X-RAY DIFFRACTION
4NWO,X-RAY DIFFRACTION
4NWP,X-RAY DIFFRACTION
4NWQ,X-RAY DIFFRACTION
4NWR,X-RAY DIFFRACTION
4NWS,X-RAY DIFFRACTION
4NWT,X-RAY DIFFRACTION
4NWU,X-RAY DIFFRACTION
4NWV,X-RAY DIFFRACTION
4NWW,X-RAY DIFFRACTION
4NWX,X-RAY DIFFRACTION
4NWY,X-RAY DIFFRACTION
4NWZ,X-RAY DIFFRACTION
4NX0,X-RAY DIFFRACTION
4NX1,X-RAY DIFFRACTION
4NX2,X-RAY DIFFRACTION
4NX4,X-RAY DIFFRACTION
4NX5,X-RAY DIFFRACTION
4NX6,X-RAY DIFFRACTION
4NX7,X-RAY DIFFRACTION
4NX8,X-RAY DIFFRACTION
4NX9,X-RAY DIFFRACTION
4NXA,X-RAY DIFFRACTION
4NXB,X-RAY DIFFRACTION
4NXC,X-RAY DIFFRACTION
4NXE,X-RAY DIFFRACTION
4NXF,X-RAY DIFFRACTION
4NXG,X-RAY DIFFRACTION
4NXH,X-RAY DIFFRACTION
4NXI,X-RAY DIFFRACTION
4NXJ,X-RAY DIFFRACTION
4NXK,X-RAY DIFFRACTION
4NXL,X-RAY DIFFRACTION
4NXM,X-RAY DIFFRACTION
4NXN,X-RAY DIFFRACTION
4NXO,X-RAY DIFFRACTION
4NXP,X-RAY DIFFRACTION
4NXQ,X-RAY DIFFRACTION
4NXR,X-RAY DIFFRACTION
4NXS,X-RAY DIFFRACTION
4NXT,X-RAY DIFFRACTION
4NXU,X-RAY DIFFRACTION
4NXV,X-RAY DIFFRACTION
4NXW,X-RAY DIFFRACTION
4NXX,X-RAY DIFFRACTION
4NXY,X-RAY DIFFRACTION
4NXZ,X-RAY DIFFRACTION
4NY0,X-RAY DIFFRACTION
4NY1,X-RAY DIFFRACTION
4NY2,X-RAY DIFFRACTION
4NY3,X-RAY DIFFRACTION
4NY4,X-RAY DIFFRACTION
4NY5,X-RAY DIFFRACTION
4NY6,"NEUTRON DIFFRACTION, X-RAY DIFFRACTION"
4NY7,X-RAY DIFFRACTION
4NY8,X-RAY DIFFRACTION
4NY9,X-RAY DIFFRACTION
4NYA,X-RAY DIFFRACTION
4NYB,X-RAY DIFFRACTION
4NYC,X-RAY DIFFRACTION
4NYD,X-RAY DIFFRACTION
4NYE,X-RAY DIFFRACTION
4NYF,X-RAY DIFFRACTION
4NYG,X-RAY DIFFRACTION
4NYH,X-RAY DIFFRACTION
4NYI,X-RAY DIFFRACTION
4NYJ,X-RAY DIFFRACTION
4NYK,X-RAY DIFFRACTION
4NYL,X-RAY DIFFRACTION
4NYM,X-RAY DIFFRACTION
4NYN,X-RAY DIFFRACTION
4NYO,X-RAY DIFFRACTION
4NYP,X-RAY DIFFRACTION
4NYQ,X-RAY DIFFRACTION
4NYR,X-RAY DIFFRACTION
4NYT,X-RAY DIFFRACTION
4NYU,X-RAY DIFFRACTION
4NYV,X-RAY DIFFRACTION
4NYW,X-RAY DIFFRACTION
4NYX,X-RAY DIFFRACTION
4NYY,X-RAY DIFFRACTION
4NYZ,X-RAY DIFFRACTION
4NZ0,X-RAY DIFFRACTION
4NZ1,X-RAY DIFFRACTION
4NZ2,X-RAY DIFFRACTION
4NZ3,X-RAY DIFFRACTION
4NZ4,X-RAY DIFFRACTION
4NZ5,X-RAY DIFFRACTION
4NZ6,X-RAY DIFFRACTION
4NZ7,X-RAY DIFFRACTION
4NZ8,X-RAY DIFFRACTION
4NZ9,X-RAY DIFFRACTION
4NZB,X-RAY DIFFRACTION
4NZC,X-RAY DIFFRACTION
4NZD,X-RAY DIFFRACTION
4NZF,X-RAY DIFFRACTION
4NZG,X-RAY DIFFRACTION
4NZH,X-RAY DIFFRACTION
4NZI,X-RAY DIFFRACTION
4NZJ,X-RAY DIFFRACTION
4NZK,X-RAY DIFFRACTION
4NZL,X-RAY DIFFRACTION
4NZM,X-RAY DIFFRACTION
4NZN,X-RAY DIFFRACTION
4NZO,X-RAY DIFFRACTION
4NZP,X-RAY DIFFRACTION
4NZQ,X-RAY DIFFRACTION
4NZR,X-RAY DIFFRACTION
4NZS,X-RAY DIFFRACTION
4NZT,X-RAY DIFFRACTION
4NZU,X-RAY DIFFRACTION
4NZV,X-RAY DIFFRACTION
4NZW,X-RAY DIFFRACTION
4NZY,X-RAY DIFFRACTION
4NZZ,X-RAY DIFFRACTION
4O00,X-RAY DIFFRACTION
4O01,X-RAY DIFFRACTION
4O02,X-RAY DIFFRACTION
4O03,X-RAY DIFFRACTION
4O04,X-RAY DIFFRACTION
4O05,X-RAY DIFFRACTION
4O06,X-RAY DIFFRACTION
4O07,X-RAY DIFFRACTION
4O08,X-RAY DIFFRACTION
4O09,X-RAY DIFFRACTION
4O0A,X-RAY DIFFRACTION
4O0B,X-RAY DIFFRACTION
4O0C,X-RAY DIFFRACTION
4O0D,X-RAY DIFFRACTION
4O0E,X-RAY DIFFRACTION
4O0F,X-RAY DIFFRACTION
4O0G,X-RAY DIFFRACTION
4O0H,X-RAY DIFFRACTION
4O0I,X-RAY DIFFRACTION
4O0J,X-RAY DIFFRACTION
4O0K,X-RAY DIFFRACTION
4O0L,X-RAY DIFFRACTION
4O0M,X-RAY DIFFRACTION
4O0N,X-RAY DIFFRACTION
4O0O,X-RAY DIFFRACTION
4O0P,X-RAY DIFFRACTION
4O0Q,X-RAY DIFFRACTION
4O0R,X-RAY DIFFRACTION
4O0S,X-RAY DIFFRACTION
4O0T,X-RAY DIFFRACTION
4O0U,X-RAY DIFFRACTION
4O0V,X-RAY DIFFRACTION
4O0W,X-RAY DIFFRACTION
4O0X,X-RAY DIFFRACTION
4O0Y,X-RAY DIFFRACTION
4O0Z,X-RAY DIFFRACTION
4O10,X-RAY DIFFRACTION
4O11,X-RAY DIFFRACTION
4O12,X-RAY DIFFRACTION
4O13,X-RAY DIFFRACTION
4O14,X-RAY DIFFRACTION
4O15,X-RAY DIFFRACTION
4O16,X-RAY DIFFRACTION
4O17,X-RAY DIFFRACTION
4O18,X-RAY DIFFRACTION
4O19,X-RAY DIFFRACTION
4O1A,X-RAY DIFFRACTION
4O1B,X-RAY DIFFRACTION
4O1C,X-RAY DIFFRACTION
4O1D,X-RAY DIFFRACTION
4O1E,X-RAY DIFFRACTION
4O1F,X-RAY DIFFRACTION
4O1G,X-RAY DIFFRACTION
4O1H,X-RAY DIFFRACTION
4O1I,X-RAY DIFFRACTION
4O1J,X-RAY DIFFRACTION
4O1K,X-RAY DIFFRACTION
4O1L,X-RAY DIFFRACTION
4O1M,X-RAY DIFFRACTION
4O1N,X-RAY DIFFRACTION
4O1O,X-RAY DIFFRACTION
4O1P,X-RAY DIFFRACTION
4O1Q,X-RAY DIFFRACTION
4O1R,X-RAY DIFFRACTION
4O1S,X-RAY DIFFRACTION
4O1T,X-RAY DIFFRACTION
4O1U,X-RAY DIFFRACTION
4O1V,X-RAY DIFFRACTION
4O1W,X-RAY DIFFRACTION
4O1X,X-RAY DIFFRACTION
4O1Y,X-RAY DIFFRACTION
4O1Z,X-RAY DIFFRACTION
4O21,X-RAY DIFFRACTION
4O22,X-RAY DIFFRACTION
4O23,X-RAY DIFFRACTION
4O24,X-RAY DIFFRACTION
4O25,X-RAY DIFFRACTION
4O26,X-RAY DIFFRACTION
4O27,X-RAY DIFFRACTION
4O28,X-RAY DIFFRACTION
4O29,X-RAY DIFFRACTION
4O2A,X-RAY DIFFRACTION
4O2B,X-RAY DIFFRACTION
4O2C,X-RAY DIFFRACTION
4O2D,X-RAY DIFFRACTION
4O2E,X-RAY DIFFRACTION
